filename,artist,title,songLength,upload_status,upload_time,box_file_id,lrc_box_file_id
Robert Plant - Calling to You.m4a,Robert Plant,Calling to You,348.11,uploaded,2024-11-12 14:22:06,1698474500569,1698465687637
Robert Plant - Tie Dye On the Highway.m4a,Robert Plant,Tie Dye On the Highway,316.57,uploaded,2024-11-12 14:22:58,1698478783170,pending
Robyn Hitchcock & The Egyptians - So You Think You're In Love.m4a,Robyn Hitchcock & The Egyptians,So You Think You're In Love,154.0,uploaded,2024-11-12 14:23:24,1698478712675,1698477748461
Rod Stewart - Downtown Train.m4a,Rod Stewart,Downtown Train,280.17,uploaded,2024-11-12 14:24:15,1698478381348,1698479452342
Roger Daltrey - Days of Light.m4a,Roger Daltrey,Days of Light,222.33,uploaded,2024-11-12 14:25:11,1698479826872,pending
Roger McGuinn - King of the Hill.m4a,Roger McGuinn,King of the Hill,327.0,uploaded,2024-11-12 14:25:44,1698468587751,pending
"Roger Waters & Bryan Adams - Young Lust (Live In Berlin, 1990).m4a",Roger Waters,"Young Lust (Live In Berlin, 1990)",368.56,uploaded,2024-11-12 14:26:14,1698476371026,pending
"Roger Waters - What God Wants, Pt. I.m4a",Roger Waters,"What God Wants, Pt. I",360.16,uploaded,2024-11-12 14:26:46,1698471822981,1698473219401
Rush - Cold Fire.m4a,Rush,Cold Fire,267.11,uploaded,2024-11-12 14:27:49,1698474981554,1698473826165
Rush - Dreamline.m4a,Rush,Dreamline,277.15,uploaded,2024-11-12 14:28:51,1698473198229,1698477123975
Rush - Ghost of a Chance.m4a,Rush,Ghost of a Chance,319.09,uploaded,2024-11-12 14:29:54,1698478269123,1698472924029
Rush - Nobody's Hero.m4a,Rush,Nobody's Hero,295.34000000000003,uploaded,2024-11-12 14:30:58,1698473116280,1698481482861
Rush - Roll the Bones.m4a,Rush,Roll the Bones,330.24,uploaded,2024-11-12 14:32:03,1698477999651,1698479674852
Rush - Stick It Out.m4a,Rush,Stick It Out,270.98,uploaded,2024-11-12 14:33:07,1698478485384,1698472736838
Rush - Test for Echo.m4a,Rush,Test for Echo,355.7,uploaded,2024-11-12 14:34:14,1698475376558,1698477342370
Saigon Kick - Love Is On the Way.m4a,Saigon Kick,Love Is On the Way,263.93,uploaded,2024-11-12 14:35:08,1698476996414,1698473821650
Sammy Hagar - High Hopes.m4a,Sammy Hagar,High Hopes,318.63,uploaded,2024-11-12 14:36:03,1698484202373,1698484103983
Santana - Put Your Lights On (feat. Everlast).m4a,Santana,Put Your Lights On (feat. Everlast),287.49,uploaded,2024-11-12 14:36:57,1698484398777,1698485254812
Sass Jordan - High Road Easy.m4a,Sass Jordan,High Road Easy,241.58,uploaded,2024-11-12 14:37:51,1698487158841,pending
School of Fish - 3 Strange Days.m4a,School of Fish,3 Strange Days,312.4,uploaded,2024-11-12 14:38:20,1698477923559,1698487012716
Scorpions - Alien Nation.m4a,Scorpions,Alien Nation,343.71,uploaded,2024-11-12 14:39:17,1698483229395,1698482413315
Scorpions - Tease Me Please Me.m4a,Scorpions,Tease Me Please Me,285.4,uploaded,2024-11-12 14:40:11,1698484333450,1698484530617
Scorpions - Under the Same Sun.m4a,Scorpions,Under the Same Sun,293.73,uploaded,2024-11-12 14:41:05,1698479305513,1698489909057
Scorpions - Wind of Change.m4a,Scorpions,Wind of Change,312.36,uploaded,2024-11-12 14:42:00,1698486409816,1698481259454
Screaming Trees - All I Know.m4a,Screaming Trees,All I Know,235.02,uploaded,2024-11-12 14:42:56,1698491109077,1698488591597
Screaming Trees - Nearly Lost You.m4a,Screaming Trees,Nearly Lost You,246.13,uploaded,2024-11-12 14:43:52,1698488855597,1698479930233
Semisonic - Closing Time.m4a,Semisonic,Closing Time,274.16,uploaded,2024-11-12 14:44:48,1698490996203,1698488176053
Seven Mary Three - Cumbersome.m4a,Seven Mary Three,Cumbersome,236.97,uploaded,2024-11-12 14:45:44,1698481269027,1698480883178
Seven Mary Three - Over Your Shoulder.m4a,Seven Mary Three,Over Your Shoulder,258.61,uploaded,2024-11-12 14:46:42,1698486786052,1698482930206
Seven Mary Three - Water's Edge.m4a,Seven Mary Three,Water's Edge,230.8,uploaded,2024-11-12 14:47:37,1698483394933,1698493360334
Sevendust - Denial.m4a,Sevendust,Denial,257.27,uploaded,2024-11-12 14:48:36,1698482483558,1698491195649
Shawn Mullins - Lullaby.m4a,Shawn Mullins,Lullaby,329.87,uploaded,2024-11-12 14:49:34,1698493086003,1698482695003
Sheryl Crow - All I Wanna Do.m4a,Sheryl Crow,All I Wanna Do,274.17,uploaded,2024-11-12 14:50:31,1698493462824,1698483709959
Silverchair - Abuse Me.m4a,Silverchair,Abuse Me,239.89,uploaded,2024-11-12 14:51:30,1698484190094,1698493429942
Silverchair - Ana's Song (Open Fire).m4a,Silverchair,Ana's Song (Open Fire),222.27,uploaded,2024-11-12 14:52:26,1698491954201,1698492141396
Silverchair - Anthem for the Year 2000.m4a,Silverchair,Anthem for the Year 2000,247.79,uploaded,2024-11-12 14:53:21,1698486921054,1698487669250
Silverchair - Pure Massacre (Remastered).m4a,Silverchair,Pure Massacre (Remastered),298.64,uploaded,2024-11-12 14:54:18,1698496252517,1698492541826
Silverchair - Tomorrow (Remastered).m4a,Silverchair,Tomorrow (Remastered),266.28,uploaded,2024-11-12 14:55:15,1698494171938,1698496856760
Simple Minds - See the Lights.m4a,Simple Minds,See the Lights,261.88,uploaded,2024-11-12 14:56:10,1698487006806,1698499268738
Simple Minds - She's a River.m4a,Simple Minds,She's a River,332.56,uploaded,2024-11-12 14:57:08,1698495350337,1698498868149
Slaughter - Fly To the Angels.m4a,Slaughter,Fly To the Angels,272.24,uploaded,2024-11-12 14:58:05,1698499055406,1698488982123
Slaughter - Up All Night.m4a,Slaughter,Up All Night,226.03,uploaded,2024-11-12 14:59:01,1698495301510,1698495011273
Smash Mouth - Then the Morning Comes.m4a,Smash Mouth,Then the Morning Comes,182.27,uploaded,2024-11-12 15:00:55,1698498277458,1698498548448
Smash Mouth - Walkin' On the Sun.m4a,Smash Mouth,Walkin' On the Sun,207.79,uploaded,2024-11-12 15:01:52,1698496379273,1698503905610
Sneaker Pimps - 6 Underground.m4a,Sneaker Pimps,6 Underground,228.84,uploaded,2024-11-12 15:02:49,1698499979172,1698497881212
Social Distortion - I Was Wrong.m4a,Social Distortion,I Was Wrong,238.87,uploaded,2024-11-12 15:03:49,1698504136657,1698499415384
Son Volt - Drown (2015 Remastered).m4a,Son Volt,Drown (2015 Remastered),199.71,uploaded,2024-11-12 15:04:45,1698500867403,1698501095152
Soul Asylum - Black Gold (2022 Remaster).m4a,Soul Asylum,Black Gold (2022 Remaster),237.87,uploaded,2024-11-12 15:05:57,1698492505406,1698501899072
Soul Asylum - Misery.m4a,Soul Asylum,Misery,264.36,uploaded,2024-11-12 15:06:58,1698504522655,1698504205291
Soul Asylum - Runaway Train (2022 Remaster).m4a,Soul Asylum,Runaway Train (2022 Remaster),266.57,uploaded,2024-11-12 15:08:15,1698501954441,1698501743986
Soul Asylum - Somebody to Shove (2022 Remaster).m4a,Soul Asylum,Somebody to Shove (2022 Remaster),195.31,uploaded,2024-11-12 15:09:24,1698503152710,1698505170680
Soul Asylum - Without a Trace (2022 Remaster).m4a,Soul Asylum,Without a Trace (2022 Remaster),213.76,uploaded,2024-11-12 15:10:36,1698502299747,1698506415718
Soul Coughing - Circles.m4a,Soul Coughing,Circles,186.64,uploaded,2024-11-12 15:11:34,1698507110141,1698503819966
Soul Coughing - Super Bon Bon.m4a,Soul Coughing,Super Bon Bon,211.04,uploaded,2024-11-12 15:12:32,1698509795806,1698502979937
Soundgarden - Black Hole Sun.m4a,Soundgarden,Black Hole Sun,318.59,uploaded,2024-11-12 15:13:37,1698505424672,1698505415797
Soundgarden - Blow Up the Outside World.m4a,Soundgarden,Blow Up the Outside World,345.68,uploaded,2024-11-12 15:14:47,1698508780541,1698511283504
Soundgarden - Burden In My Hand.m4a,Soundgarden,Burden In My Hand,289.95,uploaded,2024-11-12 15:15:56,1698505744557,1698505878639
Soundgarden - Fell On Black Days.m4a,Soundgarden,Fell On Black Days,283.03,uploaded,2024-11-12 15:17:03,1698505686505,1698509276428
Soundgarden - My Wave.m4a,Soundgarden,My Wave,312.61,uploaded,2024-11-12 15:18:09,1698507347878,1698503627366
Soundgarden - Outshined (Remastered 2016).m4a,Soundgarden,Outshined (Remastered 2016),311.0,uploaded,2024-11-12 15:19:19,1698509872400,1698506836753
Soundgarden - Pretty Noose.m4a,Soundgarden,Pretty Noose,251.87,uploaded,2024-11-12 15:20:27,1698514336740,1698508648329
Soundgarden - Spoonman.m4a,Soundgarden,Spoonman,246.92,uploaded,2024-11-12 15:21:34,1698514650675,1698513383790
Spacehog - In the Meantime.m4a,Spacehog,In the Meantime,299.51,uploaded,2024-11-12 15:22:41,1698513942043,1698507746320
Spacehog - Mungo City.m4a,Spacehog,Mungo City,274.27,uploaded,2024-11-12 15:23:52,1698516889565,1698512951186
Spin Doctors - Jimmy Olsen's Blues.m4a,Spin Doctors,Jimmy Olsen's Blues,278.71,uploaded,2024-11-12 15:24:59,1698517119677,1698515466435
Spin Doctors - Little Miss Can't Be Wrong.m4a,Spin Doctors,Little Miss Can't Be Wrong,232.72,uploaded,2024-11-12 15:26:07,1698518310115,1698514590737
Spin Doctors - Two Princes.m4a,Spin Doctors,Two Princes,256.95,uploaded,2024-11-12 15:27:17,1698508794784,1698515478429
Spin Doctors - You Let Your Heart Go Too Fast.m4a,Spin Doctors,You Let Your Heart Go Too Fast,228.73,uploaded,2024-11-12 15:28:33,1698510188967,pending
Sponge - Molly (Sixteen Candles).m4a,Sponge,Molly (Sixteen Candles),215.0,uploaded,2024-11-12 15:29:09,1698519488451,1698511928730
Sponge - Plowed.m4a,Sponge,Plowed,197.0,uploaded,2024-11-12 15:30:19,1698514147190,1698519815764
Squirrel Nut Zippers - Hell (Remastered 2016).m4a,Squirrel Nut Zippers,Hell (Remastered 2016),192.96,uploaded,2024-11-12 15:31:30,1698517415460,1698513801249
Stabbing Westward - Save Yourself.m4a,Stabbing Westward,Save Yourself,253.29,uploaded,2024-11-12 15:32:59,1698519426981,1698517065252
Stabbing Westward - Shame.m4a,Stabbing Westward,Shame,294.16,uploaded,2024-11-12 15:34:08,1698517703158,1698521000496
Stabbing Westward - What Do I Have to Do.m4a,Stabbing Westward,What Do I Have to Do?,247.11,uploaded,2024-11-12 15:35:20,1698521723902,1700821660759
Staind - Just Go.m4a,Staind,Just Go,290.01,uploaded,2024-11-12 15:35:58,1698517622175,1698520247665
Staind - Mudshovel.m4a,Staind,Mudshovel,282.09000000000003,uploaded,2024-11-12 15:37:10,1698517331284,1698521073432
Steve Miller Band - Wide River.m4a,Steve Miller Band,Wide River,240.63,uploaded,2024-11-12 15:38:23,1698521692260,1698520568874
Steve Perry - You Better Wait.m4a,Steve Perry,You Better Wait,291.8,uploaded,2024-11-12 15:39:36,1698521094358,1698518198201
Steve Winwood - Another Deal Goes Down.m4a,Steve Winwood,Another Deal Goes Down,298.27,uploaded,2024-11-12 15:41:14,1698519361488,pending
Steve Winwood - One & Only Man.m4a,Steve Winwood,One & Only Man,302.73,uploaded,2024-11-12 15:41:54,1698527437323,1698524919727
Stevie Ray Vaughan & Double Trouble - Empty Arms.m4a,Stevie Ray Vaughan & Double Trouble,Empty Arms,208.71,uploaded,2024-11-12 15:43:06,1698522419404,1698520077573
Stevie Ray Vaughan & Double Trouble - The Sky Is Crying.m4a,Stevie Ray Vaughan & Double Trouble,The Sky Is Crying,250.87,uploaded,2024-11-12 15:44:18,1698529917398,pending
Sting - All This Time.m4a,Sting,All This Time,294.33,uploaded,2024-11-12 15:44:56,1698524635030,1698529580523
Sting - If I Ever Lose My Faith In You.m4a,Sting,If I Ever Lose My Faith In You,270.53,uploaded,2024-11-12 15:46:10,1698525683567,1698525450124
Sting - The Soul Cages.m4a,Sting,The Soul Cages,351.53,uploaded,2024-11-12 15:47:25,1698529199829,1698527707049
Stone Temple Pilots - Big Bang Baby.m4a,Stone Temple Pilots,Big Bang Baby,202.81,uploaded,2024-11-12 15:48:39,1698527686894,1698531009569
Stone Temple Pilots - Big Empty (2019 Remaster).m4a,Stone Temple Pilots,Big Empty (2019 Remaster),294.8,uploaded,2024-11-12 15:50:05,1698525526827,1698541254318
Stone Temple Pilots - Creep (2017 Remaster).m4a,Various Artists,Creep (2017 Remaster),334.39,uploaded,2024-11-12 16:05:09,1698540902184,1700832986166
Stone Temple Pilots - Creep.m4a,Stone Temple Pilots,Creep,332.63,uploaded,2024-11-12 16:05:53,1698545146848,1698543722074
Stone Temple Pilots - Dancing Days.m4a,Stone Temple Pilots,Dancing Days,234.64,uploaded,2024-11-12 16:07:25,1698541347696,1698542332026
Stone Temple Pilots - Down.m4a,Stone Temple Pilots,Down,228.96,uploaded,2024-11-12 16:08:48,1698539236779,1698546634956
Stone Temple Pilots - Interstate Love Song (2019 Remaster).m4a,Stone Temple Pilots,Interstate Love Song (2019 Remaster),194.85,uploaded,2024-11-12 16:10:14,1698540988319,1698542500759
Stone Temple Pilots - Lady Picture Show.m4a,Stone Temple Pilots,Lady Picture Show,246.31,uploaded,2024-11-12 16:11:35,1698544278051,1698541335755
Stone Temple Pilots - Plush.m4a,Stone Temple Pilots,Plush,310.4,uploaded,2024-11-12 16:12:56,1698543049408,1698541880437
Stone Temple Pilots - Pretty Penny (2019 Remaster).m4a,Stone Temple Pilots,Pretty Penny (2019 Remaster),223.33,uploaded,2024-11-12 16:14:24,1698544701559,1698545313041
Stone Temple Pilots - Trippin' On a Hole In a Paper Heart.m4a,Stone Temple Pilots,Trippin' On a Hole In a Paper Heart,175.92000000000002,uploaded,2024-11-12 16:15:44,1698545531007,1698549344710
Stone Temple Pilots - Tumble In the Rough.m4a,Stone Temple Pilots,Tumble In the Rough,198.6,uploaded,2024-11-12 16:17:05,1698550285684,1698550641509
Stone Temple Pilots - Vasoline.m4a,Stone Temple Pilots,Vasoline,176.55,uploaded,2024-11-12 16:18:26,1698552601613,1698545085039
Stone Temple Pilots - Wicked Garden.m4a,Stone Temple Pilots,Wicked Garden,245.29,uploaded,2024-11-12 16:19:53,1698545701423,1698554838732
Sublime - Doin' Time.m4a,Sublime,Doin' Time,253.84,uploaded,2024-11-12 16:21:10,1698546083751,1698547290577
Sublime - Santeria.m4a,Sublime,Santeria,182.75,uploaded,2024-11-12 16:22:24,1698554954388,1698547684018
Sublime - What I Got.m4a,Sublime,What I Got,170.91,uploaded,2024-11-12 16:23:39,1698555586834,1698548456438
Sublime - Wrong Way.m4a,Sublime,Wrong Way,136.15,uploaded,2024-11-12 16:24:54,1698549853668,1698549080623
Sugar Ray - Every Morning.m4a,Sugar Ray,Every Morning,219.87,uploaded,2024-11-12 16:26:08,1698557498256,1698559429777
Sugar Ray - Falls Apart.m4a,Sugar Ray,Falls Apart,255.16,uploaded,2024-11-12 16:27:23,1698552714376,1698556250196
Talk Show - Hello Hello.m4a,Talk Show,Hello Hello,177.4,uploaded,2024-11-12 16:28:35,1698557725785,pending
Tears for Fears - Break It Down Again.m4a,Tears for Fears,Break It Down Again,271.53,uploaded,2024-11-12 16:29:14,1698558001673,1698552352038
Temple of the Dog - Hunger Strike.m4a,Temple of the Dog,Hunger Strike,246.27,uploaded,2024-11-12 16:30:39,1698562619461,1698557929369
Temple of the Dog - Say Hello 2 Heaven.m4a,Temple of the Dog,Say Hello 2 Heaven,384.47,uploaded,2024-11-12 16:32:02,1698562065132,1698557949462
Tesla - Call It What You Want.m4a,Tesla,Call It What You Want,270.76,uploaded,2024-11-12 16:33:23,1698561784071,pending
Tesla - Mama's Fool.m4a,Tesla,Mama's Fool,372.07,uploaded,2024-11-12 16:34:08,1698562924314,pending
Tesla - Signs (Live).m4a,Tesla,Signs (Live),194.93,uploaded,2024-11-12 16:34:49,1698555872456,1698561421202
Tesla - Song and Emotion.m4a,Tesla,Song and Emotion,508.84,uploaded,2024-11-12 16:36:15,1698559687127,pending
Tesla - The Way It Is.m4a,Tesla,The Way It Is,308.87,uploaded,2024-11-12 16:36:59,1698563641242,pending
Tesla - What You Give.m4a,Tesla,What You Give,435.23,uploaded,2024-11-12 16:37:44,1698568278478,1698563029815
The Allman Brothers Band - End of the Line.m4a,The Allman Brothers Band,End of the Line,278.67,uploaded,2024-11-12 16:39:10,1698560058140,1698565377112
The Allman Brothers Band - Good Clean Fun.m4a,The Allman Brothers Band,Good Clean Fun,308.29,uploaded,2024-11-12 16:40:38,1698560722815,1698562878617
The Allman Brothers Band - No One to Run With.m4a,The Allman Brothers Band,No One to Run With,359.6,uploaded,2024-11-12 16:42:08,1698560000619,1698568593451
The Arc Angels - Living in a Dream.m4a,The Arc Angels,Living in a Dream,292.64,uploaded,2024-11-12 16:43:34,1698565676564,1698567503771
The Arc Angels - Sent by Angels.m4a,The Arc Angels,Sent by Angels,344.09000000000003,uploaded,2024-11-12 16:44:59,1698564092935,1698571707679
The Arc Angels - Shape I'm In.m4a,The Arc Angels,Shape I'm In,247.27,uploaded,2024-11-12 16:46:22,1698573616160,1698565897873
The Arc Angels - Too Many Ways to Fall.m4a,The Arc Angels,Too Many Ways to Fall,351.79,uploaded,2024-11-12 16:47:50,1698567827273,1698567680595
The Black Crowes - A Conspiracy.m4a,The Black Crowes,A Conspiracy,284.51,uploaded,2024-11-12 16:49:15,1698576561059,1698570592389
The Black Crowes - Hard to Handle.m4a,The Black Crowes,Hard to Handle,188.87,uploaded,2024-11-12 16:51:14,1698565588035,1698574314812
The Black Crowes - Hotel Illness (2023 Remaster).m4a,The Black Crowes,Hotel Illness (2023 Remaster),239.46,uploaded,2024-11-12 16:53:07,1698570160598,1698573319138
The Black Crowes - Jealous Again.m4a,The Black Crowes,Jealous Again,276.15,uploaded,2024-11-12 16:54:34,1698571417246,1698572749653
The Black Crowes - Remedy (2023 Remaster).m4a,The Black Crowes,Remedy (2023 Remaster),322.49,uploaded,2024-11-12 16:56:08,1698580036310,1698572332734
The Black Crowes - Seeing Things.m4a,The Black Crowes,Seeing Things,318.84,uploaded,2024-11-12 16:57:39,1698570159765,1698576870457
The Black Crowes - She Talks to Angels.m4a,The Black Crowes,She Talks to Angels,330.61,uploaded,2024-11-12 16:59:13,1698577631797,1698577450882
The Black Crowes - Sometimes Salvation.m4a,The Black Crowes,Sometimes Salvation,284.0,uploaded,2024-11-12 17:00:37,1698575358284,1698580017199
The Black Crowes - Sting Me.m4a,The Black Crowes,Sting Me,280.13,uploaded,2024-11-12 17:02:05,1698578399111,1698584212413
The Black Crowes - Thorn in My Pride.m4a,The Black Crowes,Thorn in My Pride,363.89,uploaded,2024-11-12 17:03:40,1698578265251,1698578899186
The Black Crowes - Twice As Hard.m4a,The Black Crowes,Twice As Hard,250.61,uploaded,2024-11-12 17:05:08,1698576678081,1698581010824
"The Brian Setzer Orchestra - Jump, Jive an' Wail.m4a",The Brian Setzer Orchestra,"Jump, Jive an' Wail",172.93,uploaded,2024-11-12 17:06:32,1698587814753,1698585705539
The Cardigans - Erase  Rewind.m4a,The Cardigans,Erase / Rewind,218.51,uploaded,2024-11-12 17:07:55,1698579411802,1700820877571
The Cardigans - Lovefool.m4a,The Cardigans,Lovefool,193.95,uploaded,2024-11-12 17:08:39,1698581643654,1698592556640
The Cardigans - My Favourite Game.m4a,The Cardigans,My Favourite Game,217.13,uploaded,2024-11-12 17:10:04,1698590461329,1698581154508
The Chemical Brothers - Block Rockin' Beats.m4a,The Chemical Brothers,Block Rockin' Beats,294.03,uploaded,2024-11-12 17:11:30,1698591558605,pending
The Chemical Brothers - Let Forever Be.m4a,The Chemical Brothers,Let Forever Be,236.36,uploaded,2024-11-12 17:12:15,1698588414270,1698595290336
The Church - Metropolis.m4a,The Church,Metropolis,284.09000000000003,uploaded,2024-11-12 17:13:40,1698593155178,1698590854879
The Cranberries - Free To Decide.m4a,The Cranberries,Free To Decide,265.07,uploaded,2024-11-12 17:15:08,1698597474123,1698585606282
The Cranberries - Salvation.m4a,The Cranberries,Salvation,143.13,uploaded,2024-11-12 17:16:37,1698593627452,1698591693129
The Cranberries - Zombie.m4a,The Cranberries,Zombie,307.81,uploaded,2024-11-12 17:18:06,1698598160770,1698593408703
The Cult - Coming Down (Drug Tongue).m4a,The Cult,Coming Down (Drug Tongue),396.87,uploaded,2024-11-12 17:19:32,1698597469365,pending
The Cult - Wild Hearted Son.m4a,The Cult,Wild Hearted Son,341.49,uploaded,2024-11-12 17:20:17,1698597584964,1698599408667
The Cure - Friday I'm In Love.m4a,The Cure,Friday I'm In Love,214.4,uploaded,2024-11-12 17:21:41,1698596486257,1698595053106
The Cure - High.m4a,The Cure,High,213.33,uploaded,2024-11-12 17:23:06,1698591364051,1698592962612
The Cure - Purple Haze.m4a,The Cure,Purple Haze,322.31,uploaded,2024-11-12 17:24:33,1698594344562,pending
The Cure - Wrong Number (Single Mix).m4a,The Cure,Wrong Number (Single Mix),361.87,uploaded,2024-11-12 17:25:19,1698591791000,1698604384095
The Doobie Brothers - Dangerous.m4a,The Doobie Brothers,Dangerous,305.72,uploaded,2024-11-12 17:26:46,1698603081178,1698602061432
The Fabulous Thunderbirds - Twist of the Knife.m4a,The Fabulous Thunderbirds,Twist of the Knife,262.47,uploaded,2024-11-12 17:28:12,1698603375626,pending
The Fixx - How Much Is Enough.m4a,The Fixx,How Much Is Enough,243.97,uploaded,2024-11-12 17:28:56,1698594018125,pending
The Flaming Lips - She Don't Use Jelly.m4a,The Flaming Lips,She Don't Use Jelly,220.29,uploaded,2024-11-12 17:29:42,1698606109243,1698602817226
The Flys - Got You (Where I Want You).m4a,The Flys,Got You (Where I Want You),242.45,uploaded,2024-11-12 17:31:09,1698607991692,1698604811027
The Folk Implosion - Natural One.m4a,The Folk Implosion,Natural One,189.46,uploaded,2024-11-12 17:32:38,1698604674435,1698602380412
The Goo Goo Dolls - Black Balloon.m4a,The Goo Goo Dolls,Black Balloon,250.07,uploaded,2024-11-12 17:34:06,1698595283768,1698611666262
The Goo Goo Dolls - Dizzy.m4a,The Goo Goo Dolls,Dizzy,161.03,uploaded,2024-11-12 17:35:40,1698604530985,1698598021396
The Goo Goo Dolls - Iris.m4a,The Goo Goo Dolls,Iris,289.56,uploaded,2024-11-12 17:37:24,1698597942010,1698606772697
The Goo Goo Dolls - Lazy Eye.m4a,The Goo Goo Dolls,Lazy Eye,224.87,uploaded,2024-11-12 17:38:53,1698598563873,pending
The Goo Goo Dolls - Long Way Down.m4a,The Goo Goo Dolls,Long Way Down,208.98,uploaded,2024-11-12 17:39:44,1698615143817,1698602324402
The Goo Goo Dolls - Naked.m4a,The Goo Goo Dolls,Naked,223.86,uploaded,2024-11-12 17:41:19,1698610004494,1698604158917
The Goo Goo Dolls - Name.m4a,The Goo Goo Dolls,Name,269.97,uploaded,2024-11-12 17:42:52,1698611399620,1698604941115
The Goo Goo Dolls - Slide.m4a,The Goo Goo Dolls,Slide,212.67,uploaded,2024-11-12 17:44:30,1698605934386,1698607845410
The Jayhawks - Waiting for the Sun.m4a,The Jayhawks,Waiting for the Sun,259.25,uploaded,2024-11-12 17:46:05,1698616089559,1698620166284
The Jeff Healey Band - Cruel Little Number.m4a,The Jeff Healey Band,Cruel Little Number,275.53,uploaded,2024-11-12 17:47:39,1698618387824,1698607683623
The Jeff Healey Band - Full Circle.m4a,The Jeff Healey Band,Full Circle,253.07,uploaded,2024-11-12 17:49:10,1698608587109,pending
The Jeff Healey Band - I Think I Love You Too Much.m4a,The Jeff Healey Band,I Think I Love You Too Much,386.96,uploaded,2024-11-12 17:50:00,1698617353363,pending
The Jeff Healey Band - While My Guitar Gently Weeps.m4a,The Jeff Healey Band,While My Guitar Gently Weeps,315.67,uploaded,2024-11-12 17:50:50,1698615961513,1698614894337
The Jesus and Mary Chain - Far Gone and Out.m4a,The Jesus and Mary Chain,Far Gone and Out,171.31,uploaded,2024-11-12 17:52:22,1698624160596,1698612043190
The Juliana Hatfield Three - My Sister.m4a,The Juliana Hatfield Three,My Sister,203.33,uploaded,2024-11-12 17:53:56,1698625607130,1698616498824
The Lemonheads - Mrs. Robinson (2022 Remastered Edition).m4a,The Lemonheads,Mrs. Robinson (2022 Remastered Edition),224.48,uploaded,2024-11-12 17:55:28,1698624054375,1698626509495
The Mighty Mighty Bosstones - The Impression That I Get.m4a,The Mighty Mighty Bosstones,The Impression That I Get,195.2,uploaded,2024-11-12 17:57:00,1698619271853,1698621647007
The Mighty Mighty Bosstones - The Rascal King.m4a,The Mighty Mighty Bosstones,The Rascal King,166.17000000000002,uploaded,2024-11-12 17:58:33,1698612498705,1698627410184
The Nixons - Sister.m4a,The Nixons,Sister,268.8,uploaded,2024-11-12 18:00:07,1698625511804,1698621904653
The Offspring - All I Want.m4a,The Offspring,All I Want,114.67,uploaded,2024-11-12 18:01:41,1698633914066,1698621297101
The Offspring - Come Out and Play (Keep 'Em Separated).m4a,The Offspring,Come Out and Play (Keep 'Em Separated),197.8,uploaded,2024-11-12 18:03:18,1698619175061,1698623528703
The Offspring - Gone Away.m4a,The Offspring,Gone Away,268.83,uploaded,2024-11-12 18:05:02,1698626718208,1698632853017
The Offspring - Gotta Get Away.m4a,The Offspring,Gotta Get Away,232.16,uploaded,2024-11-12 18:06:39,1698625569134,1698631458043
The Offspring - I Choose.m4a,The Offspring,I Choose,234.67,uploaded,2024-11-12 18:08:41,1698636718948,1698618791505
The Offspring - Pretty Fly (For a White Guy).m4a,The Offspring,Pretty Fly (For a White Guy),188.67,uploaded,2024-11-12 18:10:16,1698626226131,1698628395935
The Offspring - Self Esteem.m4a,The Offspring,Self Esteem,257.83,uploaded,2024-11-12 18:11:52,1698634819086,1698631655458
The Offspring - She's Got Issues.m4a,The Offspring,She's Got Issues,228.65,uploaded,2024-11-12 18:13:32,1698627359203,1698632593318
The Offspring - The Kids Aren't Alright.m4a,The Offspring,The Kids Aren't Alright,180.16,uploaded,2024-11-12 18:15:10,1698625859070,1698624301803
The Offspring - Why Don't You Get a Job.m4a,The Offspring,Why Don't You Get a Job,172.47,uploaded,2024-11-12 18:16:48,1698644413947,1698638534206
The Posies - Dream All Day.m4a,The Posies,Dream All Day,184.43,uploaded,2024-11-12 18:18:25,1698646184950,1698646319681
The Presidents of the United States of America - Lump.m4a,The Presidents of the United States of America,Lump,134.2,uploaded,2024-11-12 18:19:59,1698640940481,1698641190871
The Presidents of the United States of America - Mach 5.m4a,The Presidents of the United States of America,Mach 5,196.2,uploaded,2024-11-12 18:21:36,1698642279818,pending
The Presidents of the United States of America - Peaches.m4a,The Presidents of the United States of America,Peaches,171.69,uploaded,2024-11-12 18:22:26,1698636628181,1698650238742
The Prodigy - Breathe.m4a,The Prodigy,Breathe,336.28,uploaded,2024-11-12 18:24:04,1698637480123,1698634134278
The Prodigy - Smack My Bitch Up.m4a,The Prodigy,Smack My Bitch Up,343.39,uploaded,2024-11-12 18:25:44,1698645522535,pending
The Robert Cray Band - The Forecast (Calls for Pain) [feat. The Memphis Horns].m4a,Robert Cray,The Forecast (Calls for Pain) [feat. The Memphis Horns],241.37,uploaded,2024-11-12 18:26:35,1698654477241,pending
The Rolling Stones - Almost Hear You Sigh.m4a,The Rolling Stones,Almost Hear You Sigh,277.47,uploaded,2024-11-12 18:27:29,1698632793096,1698654357148
The Rolling Stones - Highwire (2009 Remaster).m4a,The Rolling Stones,Highwire (2009 Remaster),285.93,uploaded,2024-11-12 18:29:13,1698657340508,pending
The Rolling Stones - Terrifying.m4a,The Rolling Stones,Terrifying,293.84000000000003,uploaded,2024-11-12 18:30:06,1698652832773,1698639477243
The Rolling Stones - You Got Me Rocking.m4a,The Rolling Stones,You Got Me Rocking,215.41,uploaded,2024-11-12 23:06:31,1698860548526,1698863584379
