file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
Metallica - Nothing Else Matters.m4a,1698405482025,388.73,2024-12-02 17:16:15,30,10,3,1710510052047,1710509927821,1710509132774,1710508698166,1710509474213,1713492207968,1713487413409,1713485939942,1713486705131,1713487806884,1713492363968,207,307,334
Metallica - Sad But True.m4a,1698412703284,324.6,2024-12-02 17:16:19,30,10,3,1710510469374,1710511782959,1710515142339,1710519211147,1710512710818,1713491632414,1713491687439,1713489938076,1713490706136,1713491615925,1713487221385,32,173,263
Metallica - The Memory Remains (feat. Marianne Faithfull).m4a,1698408776689,279.33,2024-12-02 17:16:24,30,10,3,1710513236668,1710510587085,1710515670339,1710518173383,1710513928684,1713492709397,1713487393983,1713492656868,1713488523716,1713489724682,1713490486933,172,187,247
Metallica - The Unforgiven II.m4a,1698407266926,396.21,2024-12-02 17:16:28,30,10,3,1710513203484,1710516642048,1710518814075,1710509097309,1710514110204,1713491164466,1713492431212,1713487374087,1713487532559,1713487523528,1713490599733,195,204,359
Metallica - The Unforgiven.m4a,1698412616514,387.16,2024-12-02 17:16:33,30,10,3,1710516999712,1710514294943,1710517378861,1710513633359,1710512519210,1713488754471,1713492001418,1713493160826,1713489642284,1713487749210,1713491483469,99,298,323
Metallica - Turn the Page.m4a,1698410914929,366.57,2024-12-02 17:16:38,30,10,3,1710518207691,1710517062411,1710518456743,1710516992441,1710515783041,1713487528377,1713487681877,1713490131795,1713491341444,1713492114803,1713489141368,115,226,311
Metallica - Until It Sleeps.m4a,1698415866142,269.67,2024-12-02 17:16:42,30,10,3,1710518257283,1710516443489,1710516971048,1710515478018,1710513371236,1713490408181,1713492903973,1713489729193,1713493081332,1713491876633,1713493110132,173,205,219
Metallica - Wherever I May Roam.m4a,1698410111097,404.33,2024-12-02 17:16:47,30,10,3,1710514084780,1710515878815,1710521346147,1710513561159,1710512539070,1713488598772,1713486952207,1713491932340,1713493055483,1713488891346,1713487405631,43,283,355
Metallica - Whiskey In the Jar.m4a,1698418666968,304.8,2024-12-02 17:16:51,30,10,3,1710514107876,1710514095885,1710513931095,1710522985321,1710516261209,1713487530178,1713492335243,1713492565815,1713487204230,1713489279716,1713493475268,48,158,246
Michael Penn - No Myth.m4a,1698413447784,250.81,2024-12-02 17:16:56,30,10,3,1710513690085,1710513716858,1710515454836,1710518223961,1710515510365,1713491922647,1713488740426,1713487801971,1713487854143,1713488430281,1713488178229,67,85,97
Mick Jagger - Don't Tear Me Up.m4a,1698413992411,252.92,2024-12-02 17:17:00,30,10,3,1710513712062,1710520223026,1710515452511,1710515387104,1710522940507,1713494186028,1713492428994,1713493191808,1713493847258,1713489487084,1713492783818,135,142,237
Mick Jagger - Wired All Night.m4a,1698417426082,245.41,2024-12-02 17:17:05,30,10,3,1710518130756,1710525515649,1710523372198,1710520108722,1710520753340,1713493326323,1713488205131,1713492119374,1713492105502,1713491370720,1713491192804,84,110,156
Midnight Oil - Blue Sky Mine (2011 Remaster).m4a,1698421350825,255.6,2024-12-02 17:17:10,30,10,3,1710523732466,1710518608250,1710520590264,1710525959366,1710516889556,1713493821005,1713489323757,1713488123642,1713490266578,1713492608849,1713490744168,56,75,100
Midnight Oil - Forgotten Years (2011 Remaster).m4a,1698409916757,256.57,2024-12-02 17:17:14,30,10,3,1710522431799,1710516741155,1710524845490,1710519952289,1710524785415,1713494461664,1713491874301,1713492899394,1713488182941,1713489458108,1713488788018,111,160,165
Midnight Oil - Truganini.m4a,1698415425371,311.43,2024-12-02 17:17:19,30,10,3,1710518446971,1710517198862,1710526218412,1710526835617,1710518475824,1713489284510,1713493266144,1713488446978,1713493381490,1713487559769,1713492261411,81,134,204
Monster Magnet - Space Lord.m4a,1698420423768,355.97,2024-12-02 17:17:23,30,10,3,1710525736177,1710522877250,1710520569498,1710528066759,1710518236088,1713494749640,1713493686544,1713493461460,1713488903635,1713488785729,1713488363943,130,239,337
"Morrissey - The More You Ignore Me, the Closer I Get.m4a",1698416029320,223.69,2024-12-02 17:17:28,30,10,3,1710518684721,1710528314236,1710521279041,1710520391480,1710519423652,1713493232502,1713494216773,1713493417914,1713490525407,1713494286617,1713491216684,103,147,166
Morrissey - Tomorrow (2014 - Remaster).m4a,1698412405538,257.28,2024-12-02 17:17:32,30,10,3,1710520482846,1710528453249,1710523676935,1710527123686,1710529223337,1713493703070,1713495203323,1713492611324,1713488827112,1713492380533,1713491444745,105,139,163
Morrissey - We Hate It When Our Friends Become Successful (2014 - Remaster).m4a,1698419757197,148.63,2024-12-02 17:17:36,30,10,3,1710517571147,1710519453148,1710521262540,1710527355801,1710524795701,1713489431840,1713493582952,1713490636071,1713495510789,1713493381347,1713494671194,38,82,91
Mötley Crüe - Don't Go Away Mad (Just Go Away).m4a,1698416624418,279.87,2024-12-02 17:17:41,30,10,3,1710527504977,1710520112629,1710529191891,1710527378037,1710529615054,1713493324162,1713493622331,1713490089308,1713493031217,1713488968022,1713493893286,59,97,120
Mötley Crüe - Home Sweet Home.m4a,1698415355558,240.93,2024-12-02 17:17:46,30,10,3,1710522522097,1710522004700,1710525782101,1710521870259,1710520999188,1713495007055,1713489320852,1713494461619,1713488731000,1713490830262,1713493101551,39,157,181
Mötley Crüe - Slice Of Your Pie.m4a,1698419834197,271.49,2024-12-02 17:17:50,30,10,3,1710524512789,1710519901942,1710529994017,1710521106383,1710528524411,1713490770097,1713489986266,1713495841997,1713495985955,1713495402065,1713490142064,81,119,193
Mötley Crüe - Without You.m4a,1698417793545,268.85,2024-12-02 17:17:54,30,10,3,1710528949405,1710530670545,1710521498035,1710532233155,1710531289420,1713489239124,1713495354915,1713492514995,1713494017787,1713494360689,1713495296971,77,162,253
Nada Surf - Popular.m4a,1698424223586,228.04,2024-12-02 17:17:59,30,10,3,1710527181029,1710526753964,1710529343395,1710529811344,1710524051450,1713494404704,1713489611009,1713493035796,1713490604510,1713492990876,1713496302898,40,135,141
Ned's Atomic Dustbin - Not Sleeping Around.m4a,1698419161785,192.76,2024-12-02 17:18:03,30,10,3,1710531935020,1710527745399,1710531844068,1710532518137,1710531942733,1713494895768,1713494888860,1713495606389,1713495457777,1713494876414,1713490384228,59,93,160
Neil Young - Mansion On the Hill.m4a,1698417469984,288.27,2024-12-02 17:18:08,30,10,3,1710531102754,1710530721499,1710532242582,1710527593670,1710533598797,1713495754925,1713494622463,1713495114847,1713493007720,1713493259381,1713495196012,62,199,237
Neil Young - War of Man.m4a,1698415084666,343.89,2024-12-02 17:18:12,30,10,3,1710528712501,1710533543608,1710524620609,1710524797892,1710533437932,1713493600697,1713491471547,1713493950070,1713496814212,1713496194344,1713496655351,153,271,291
New Radicals - You Get What You Give.m4a,1698415125113,300.77,2024-12-02 17:18:17,30,10,3,1710533720638,1710533706333,1710531183675,1710524795496,1710531695170,1713489858509,1713493775989,1713493849964,1713489714630,1713493747097,1713491020586,127,256,262
Nine Inch Nails - Hurt.m4a,1698424957244,373.15,2024-12-02 17:18:21,30,10,3,1710535166098,1710531695249,1710525633277,1710534621505,1710532520608,1713491022807,1713493936138,1713496415144,1713490163609,1713495505505,1713489290013,131,184,184
Nine Inch Nails - The Perfect Drug.m4a,1698418528166,315.44,2024-12-02 17:18:26,30,10,3,1710535602259,1710529726883,1710529295566,1710535876753,1710526938546,1713495367125,1713495130847,1713491685071,1713497031824,1713490724576,1713493902066,51,101,293
Nine Inch Nails - We're In This Together.m4a,1698416591441,435.25,2024-12-02 17:18:30,30,10,3,1710533545513,1710535838305,1710536037423,1710535386462,1710533318107,1713490569027,1713497480478,1713493508842,1713490501645,1713492031084,1713493257151,171,338,416
Nirvana - All Apologies.m4a,1698411903675,236.32,2024-12-02 17:18:59,30,10,3,1710533927538,1710536963589,1710533468502,1710529439913,1710529799030,1713491060559,1713497169023,1713490276780,1713496299891,1713494627629,1713491134887,88,162,195
Nirvana - Aneurysm.m4a,1698424343005,275.6,2024-12-02 17:19:03,30,10,3,1710538449003,1710537546830,1710528786159,1710536779114,1710537875678,1713494339101,1713490945652,1713496707727,1713491521451,1713497023114,1713494533964,37,154,212
Nirvana - Come As You Are.m4a,1698419190901,218.97,2024-12-02 17:19:08,30,10,3,1710534777473,1710539387388,1710531659922,1710530154628,1710539379928,1713496663199,1713491735804,1713495426740,1713497157587,1713494320320,1713494380746,82,106,199
Nirvana - Heart-Shaped Box.m4a,1698421430252,281.09000000000003,2024-12-02 17:19:13,30,10,3,1710536673192,1710535352547,1710534282343,1710537531973,1710539363825,1713495601433,1713497553023,1713497938862,1713498429030,1713496880581,1713497099174,113,193,268
Nirvana - In Bloom.m4a,1698418751337,255.03,2024-12-02 17:19:17,30,10,3,1710539307619,1710539514676,1710530630007,1710536507113,1710533915321,1713496537954,1713492692497,1713497001594,1713496964901,1713491980284,1713496744596,76,179,244
Nirvana - Lake of Fire (Live Acoustic).m4a,1698423532693,176.43,2024-12-02 17:19:22,30,10,3,1710531602313,1710536925245,1710535203943,1710531495710,1710534271033,1713495206389,1713493633611,1713496575913,1713497792638,1713494946876,1713492642873,92,149,153
Nirvana - Lithium.m4a,1698421605014,257.05,2024-12-02 17:19:27,30,10,3,1710540285076,1710534613248,1710539306295,1710534613311,1710540777171,1713496734837,1713496953396,1713492710250,1713497862013,1713498558278,1713494435064,41,170,182
Nirvana - Smells Like Teen Spirit.m4a,1698422253294,301.1,2024-12-02 17:19:31,30,10,3,1710533569616,1710532360347,1710539889401,1710532588473,1710538127466,1713495534741,1713498097640,1713492618824,1713495755691,1713493263961,1713498231673,193,207,208
Nirvana - The Man Who Sold the World (Live Acoustic).m4a,1698419506965,260.83,2024-12-02 17:19:35,30,10,3,1710542522159,1710538571219,1710542001372,1710541194797,1710542203069,1713499165896,1713497992652,1713492213243,1713494739848,1713491329434,1713495383186,153,169,224
No Doubt - Excuse Me Mr..m4a,1698421803970,186.07,2024-12-02 17:19:44,30,10,3,1710542797359,1710542509528,1710541780613,1710541707927,1710540472714,1713496242235,1713497346215,1713497742462,1713496305245,1713492242361,1713498198917,47,123,132
No Doubt - New.m4a,1698430513363,266.96,2024-12-02 17:19:48,30,10,3,1710541876397,1710544089092,1710541487264,1710540753157,1710534380556,1713493410747,1713498707678,1713498170128,1713496832475,1713493741260,1713492915746,35,62,206
No Doubt - Spiderwebs.m4a,1698422538883,268.59,2024-12-02 17:19:53,30,10,3,1710534170354,1710544245172,1710537565307,1710541031618,1710537237391,1713494504811,1713497356186,1713493535290,1713492738526,1713494956307,1713494127807,72,166,175
Oasis - D'You Know What I Mean.m4a,1698428804501,462.49,2024-12-02 17:19:57,30,10,3,1710540090168,1710544677243,1710543587078,1710542612813,1710535210868,1713497584567,1713493131746,1713499653565,1713497166615,1713498691114,1713497889593,125,170,257
Oasis - Don't Go Away (Remastered).m4a,1698430463785,288.67,2024-12-02 17:20:02,30,10,3,1710544346027,1710544585365,1710535196871,1710538355447,1710543419905,1713498897495,1713497694071,1713494142060,1713498858166,1713498632744,1713498314025,53,63,145
Oasis - Live Forever (Remastered).m4a,1698430228264,276.67,2024-12-02 17:20:06,30,10,3,1710546302219,1710545615181,1710543224937,1710544861843,1710545166383,1713498930797,1713494137526,1713499549819,1713498898906,1713500457077,1713496472596,47,64,112
Oasis - Wonderwall.m4a,1698430827629,258.91,2024-12-02 17:20:11,30,10,3,1710546899051,1710546582597,1710541216043,1710537767211,1710539545266,1713499355057,1713493998772,1713496264226,1713498522732,1713498318394,1713496355657,38,63,86
Ohio Players - Love Rollercoaster.m4a,1698431521870,290.16,2024-12-02 17:20:15,30,10,3,1710539678191,1710542250708,1710544460855,1710546426529,1710547444424,1713500080436,1713493850024,1713498812527,1713493220803,1713494788713,1713497854921,110,150,218
Oleander - Why I'm Here.m4a,1698432131479,238.09,2024-12-02 17:20:19,30,10,3,1710546745709,1710538818698,1710539428135,1710548656347,1710541238031,1713500216492,1713496343270,1713496967026,1713498275776,1713498222205,1713496866029,39,136,174
Orgy - Blue Monday.m4a,1698432345141,267.0,2024-12-02 17:20:24,30,10,3,1710549131197,1710544448971,1710549117498,1710540683833,1710548778097,1713500538178,1713496127368,1713500082643,1713500875112,1713497858066,1713500307678,82,196,233
Orgy - Stitches.m4a,1698428438175,198.56,2024-12-02 17:20:28,30,10,3,1710545763893,1710540824496,1710544285408,1710548631895,1710541148745,1713497569444,1713501402692,1713498153069,1713497877029,1713500073251,1713496864320,30,52,153
Our Lady Peace - Clumsy.m4a,1698425473979,267.96,2024-12-02 17:20:33,30,10,3,1710545502600,1710546639717,1710547545251,1710545612597,1710547226221,1713499045594,1713498008461,1713501342281,1713496979676,1713494858108,1713499024279,104,123,254
Our Lady Peace - Starseed.m4a,1698432695446,244.04,2024-12-02 17:20:38,30,10,3,1710548025236,1710543998107,1710549152543,1710547424847,1710549333359,1713494953297,1713498919060,1713497731033,1713499446132,1713499904555,1713495282361,30,167,216
Our Lady Peace - Superman's Dead.m4a,1698434408826,255.4,2024-12-02 17:20:42,30,10,3,1710544460502,1710545003767,1710545300986,1710545483581,1710546414064,1713499163617,1713500653374,1713500420473,1713497943943,1713497211621,1713498460198,49,50,206
Ozzy Osbourne - Changes (Live).m4a,1698433089450,312.0,2024-12-02 17:20:47,30,10,3,1710550782832,1710550683926,1710551754386,1710551925089,1710551937464,1713499220554,1713498651887,1713499842374,1713500409505,1713498625721,1713501080684,137,143,253
"Ozzy Osbourne - Mama, I'm Coming Home.m4a",1698434348593,251.87,2024-12-02 17:20:52,30,10,3,1710546793470,1710550530321,1710548620563,1710548447226,1710544230656,1713495131425,1713498652162,1713499634216,1713499079586,1713496199768,1713499302205,56,145,177
Ozzy Osbourne - No More Tears.m4a,1698425648880,444.98,2024-12-02 17:20:56,30,10,3,1710546659767,1710548440333,1710543794203,1710543820520,1710552383471,1713498246070,1713502023622,1713495560497,1713499009302,1713499518706,1713500499613,60,288,349
Ozzy Osbourne - Perry Mason.m4a,1698435462672,353.8,2024-12-02 17:21:00,30,10,3,1710547326215,1710553127274,1710553213947,1710552739155,1710551226972,1713499408149,1713499686168,1713497248168,1713500264826,1713502227834,1713501443084,211,263,314
Ozzy Osbourne - Road to Nowhere.m4a,1698430547744,313.06,2024-12-02 17:21:05,30,10,3,1710548377487,1710545673047,1710546002029,1710548644504,1710546517869,1713495219746,1713499612043,1713498452626,1713502211220,1713501004753,1713501359215,92,211,276
Ozzy Osbourne - See You On the Other Side.m4a,1698431773500,370.43,2024-12-02 17:21:10,30,10,3,1710553885690,1710552040770,1710548588829,1710550492068,1710552409819,1713500440578,1713501311698,1713501706895,1713499386102,1713500154582,1713500934523,225,272,292
Ozzy Osbourne - Time After Time.m4a,1698428690244,260.27,2024-12-02 17:21:14,30,10,3,1710554322728,1710552940436,1710552618324,1710551322923,1710553449469,1713500099483,1713498249270,1713498131563,1713501918842,1713499914942,1713502475309,30,88,191
Pat Benatar - Everybody Lay Down.m4a,1698434032229,260.27,2024-12-02 17:21:19,30,10,3,1710555978411,1710550108060,1710551046566,1710551895838,1710549681039,1713498578346,1713503317603,1713501080620,1713497488165,1713500058014,1713500216471,69,173,179
Paul Rodgers - The Hunter (Live).m4a,1698437790637,398.0,2024-12-02 17:21:23,30,10,3,1710546877735,1710557855720,1710552097491,1710552327755,1710554214836,1713500010639,1713502681618,1713502069292,1713500790006,1713498102568,1713499825721,215,226,335
Paula Cole - Where Have All the Cowboys Gone (Album Version).m4a,1698429066077,263.65,2024-12-02 17:21:28,30,10,3,1710553875619,1710554742641,1710548841502,1710555023619,1710556535068,1713501443883,1713500435796,1713501258736,1713502820487,1713501650223,1713496672074,144,155,179
Pearl Jam - Alive.m4a,1698436546844,340.91,2024-12-02 17:21:57,30,10,3,1710555051695,1710558059204,1710557939307,1710551728215,1710555045204,1713498313464,1713502144031,1713498704441,1713501224868,1713496976468,1713502343781,172,205,248
Pearl Jam - Better Man.m4a,1698438018026,268.59,2024-12-02 17:22:02,30,10,3,1710552234181,1710550691358,1710556355364,1710554457328,1710558664568,1713499064540,1713502755832,1713503008788,1713501189157,1713501930333,1713502643029,176,185,249
Pearl Jam - Black.m4a,1698439710964,342.65,2024-12-02 17:22:07,30,10,3,1710551828409,1710557896666,1710553906970,1710554370106,1710554252971,1713501491585,1713500730290,1713502091069,1713498414345,1713500185969,1713501378462,92,94,150
Pearl Jam - Corduroy.m4a,1698439240486,277.6,2024-12-02 17:22:11,30,10,3,1710559189813,1710556559678,1710561210048,1710556417416,1710557548585,1713503862546,1713502914813,1713501738928,1713503430396,1713501104723,1713504279868,38,124,132
Pearl Jam - Crazy Mary (Remastered).m4a,1698430746861,337.3,2024-12-02 17:22:16,30,10,3,1710557666090,1710555688762,1710555904652,1710560205364,1710553931439,1713501488945,1713502232855,1713503481404,1713504254261,1713503531804,1713504277246,68,207,236
Pearl Jam - Daughter (Remastered).m4a,1698439381642,235.14,2024-12-02 17:22:20,30,10,3,1710559559326,1710555109470,1710556338462,1710560272312,1710560783145,1713501249593,1713503461911,1713503591988,1713499479922,1713501522168,1713501834197,92,114,174
Pearl Jam - Dissident (Remastered).m4a,1698434065912,214.99,2024-12-02 17:22:25,30,10,3,1710555500670,1710558601409,1710558519983,1710554877473,1710560056328,1713501561181,1713504006294,1713502628805,1713500166339,1713501292056,1713500586011,50,94,123
Pearl Jam - Elderly Woman Behind the Counter In a Small Town (Live).m4a,1698440649085,206.87,2024-12-02 17:22:30,30,10,3,1710560310015,1710560310772,1710557294387,1710555731349,1710558988348,1713502270927,1713504128694,1713501639664,1713502280977,1713503207714,1713503761635,35,38,157
Pearl Jam - Elderly Woman Behind the Counter in a Small Town (Remastered).m4a,1698430177725,196.2,2024-12-02 17:22:34,30,10,3,1710557435599,1710557506834,1710556984217,1710556631580,1710556645805,1713501030769,1713502816601,1713501911316,1713502146501,1713501733209,1713502055603,75,149,150
Pearl Jam - Even Flow.m4a,1698433451415,292.58,2024-12-02 17:22:39,30,10,3,1710561488726,1710562381329,1710559367597,1710561092559,1710556346003,1713502374571,1713502021954,1713501474907,1713500355986,1713501057042,1713502436971,138,246,264
Pearl Jam - Given to Fly.m4a,1698439612599,240.91,2024-12-02 17:22:43,30,10,3,1710561944926,1710561433343,1710561376531,1710565658351,1710562146526,1713504760786,1713505057201,1713502919962,1713503877290,1713505492069,1713504844407,41,128,227
Pearl Jam - Go (Remastered).m4a,1698442472718,192.59,2024-12-02 17:22:47,30,10,3,1710558006438,1710558877461,1710560935142,1710562695731,1710559261337,1713503408669,1713501716687,1713503552564,1713503478405,1713505727913,1713501453056,64,76,149
"Pearl Jam - Hail, Hail.m4a",1698440819703,221.16,2024-12-02 17:22:52,30,10,3,1710565335733,1710559558937,1710563987563,1710560996676,1710563245696,1713505069353,1713505569210,1713504128684,1713502029307,1713504505488,1713501914227,137,172,184
Pearl Jam - I Got Id.m4a,1698445631295,291.8,2024-12-02 17:22:57,30,10,3,1710563317953,1710566480935,1710558498205,1710560521936,1710563934761,1713505057481,1713505290018,1713502060445,1713502588314,1713501158389,1713504227236,31,71,125
Pearl Jam - Immortality.m4a,1698443898862,328.71,2024-12-02 17:23:01,30,10,3,1710567068935,1710564080803,1710565129466,1710559398683,1710565703007,1713504182213,1713501092596,1713505429704,1713504474209,1713505081882,1713506020071,91,210,262
Pearl Jam - In Hiding.m4a,1698443798094,299.71,2024-12-02 17:23:05,30,10,3,1710568069275,1710563154257,1710562705632,1710566019660,1710562113315,1713505040818,1713501952466,1713504484621,1713505105618,1713500677642,1713503152145,94,187,288
Pearl Jam - Jeremy.m4a,1698442247716,318.23,2024-12-02 17:23:10,30,10,3,1710568583429,1710561565992,1710563322166,1710563193423,1710569588552,1713503337132,1713504301364,1713505768609,1713504827427,1713503250394,1713504321230,47,93,194
Pearl Jam - Last Kiss.m4a,1698445744740,195.47,2024-12-02 17:23:17,30,10,3,1710566684663,1710565406209,1710560387899,1710566799863,1710561932544,1713506507041,1713503296354,1713505864288,1713505518420,1713503930387,1713504462830,49,104,166
Pearl Jam - Not for You.m4a,1698441314387,352.59000000000003,2024-12-02 17:23:21,30,10,3,1710565506676,1710564181262,1710563927314,1710566836136,1710564494117,1713504899714,1713504863443,1713503245749,1713501728448,1713505444164,1713504008444,99,122,181
Pearl Jam - Who You Are.m4a,1698443677880,230.12,2024-12-02 17:23:26,30,10,3,1710568686578,1710570298957,1710564678537,1710565052624,1710566776250,1713505556852,1713503720800,1713506617780,1713503703801,1713505844820,1713503308158,183,203,203
Pearl Jam - Wishlist.m4a,1698440197396,206.58,2024-12-02 17:23:31,30,10,3,1710570674029,1710565710078,1710569651161,1710569857396,1710568040422,1713504585483,1713506708880,1713505923741,1713506968069,1713503173794,1713504350178,81,87,121
Pearl Jam - Yellow Ledbetter.m4a,1698445183191,303.59,2024-12-02 17:23:35,30,10,3,1710570742883,1710572449390,1710566468815,1710565281593,1710569732662,1713504327889,1713502597249,1713507400347,1713503689749,1713504611323,1713502645270,116,121,139
Peter Frampton - Day In the Sun.m4a,1698440502300,266.47,2024-12-02 17:23:39,30,10,3,1710565604794,1710563032699,1710568602251,1710568813371,1710567356495,1713504021367,1713506879624,1713505334213,1713506687346,1713506402132,1713506797495,99,151,207
Peter Gabriel - Digging In the Dirt.m4a,1698444112102,318.01,2024-12-02 17:23:44,30,10,3,1710570477589,1710569159218,1710574122020,1710569994931,1710568554914,1713506150172,1713503075442,1713506623112,1713502426883,1713503140242,1713506410941,84,98,214
Peter Gabriel - Steam.m4a,1698447059154,363.09,2024-12-02 17:23:48,30,10,3,1710568185249,1710570109346,1710569814540,1710571417696,1710572788391,1713502525826,1713505102927,1713507028197,1713504614018,1713504498261,1713505955084,215,264,273
Peter Murphy - Cuts You Up.m4a,1698441318155,327.13,2024-12-02 17:23:53,30,10,3,1710575012705,1710575646181,1710570153043,1710570524926,1710567345475,1713504184542,1713507539786,1713503841547,1713505775024,1713506458978,1713507534146,33,40,225
Peter Wolf - 99 Worlds.m4a,1698438357179,216.11,2024-12-02 17:23:58,30,10,3,1710574814050,1710567862960,1710569324492,1710573573273,1710575116049,1713505077225,1713504813005,1713506821882,1713505293185,1713508336682,1713506553242,78,125,144
Pink Floyd - High Hopes.m4a,1698450814969,511.01,2024-12-02 17:24:03,30,10,3,1710576954313,1710574271041,1710573739189,1710573472307,1710572396415,1713505931604,1713507854284,1713505587727,1713504186102,1713503731033,1713503659097,76,156,463
Pink Floyd - Keep Talking.m4a,1698446365560,370.67,2024-12-02 17:24:07,30,10,3,1710572725346,1710576573140,1710572540541,1710576162784,1710576597231,1713505141574,1713505096616,1713507711626,1713504162615,1713504465427,1713508077014,63,206,290
Pink Floyd - Take It Back.m4a,1698446684960,372.4,2024-12-02 17:24:12,30,10,3,1710573335714,1710574010365,1710576398076,1710570272858,1710571149017,1713507207741,1713504707776,1713505470355,1713505031873,1713505904517,1713507829495,82,158,352
Pink Floyd - What Do You Want from Me.m4a,1698446788660,261.48,2024-12-02 17:24:16,30,10,3,1710576044726,1710570699861,1710577319657,1710573109488,1710577439474,1713509036907,1713504839776,1713508079413,1713504947586,1713505538275,1713505564654,136,227,238
PJ Harvey - A Perfect Day Elise.m4a,1698450747936,186.11,2024-12-02 17:24:21,30,10,3,1710579525247,1710575519690,1710576071030,1710573340028,1710578586716,1713507093148,1713506745570,1713506180517,1713505386111,1713507693082,1713508084786,51,111,156
PJ Harvey - Down by the Water.m4a,1698448496842,194.51,2024-12-02 17:24:25,30,10,3,1710571640858,1710573964114,1710574513547,1710573981157,1710580115925,1713507582877,1713505986215,1713508155822,1713508254504,1713506747698,1713505722057,82,109,176
Placebo - Pure Morning.m4a,1698450082843,254.76,2024-12-02 17:24:55,30,10,3,1710581454615,1710577657359,1710573621570,1710574240442,1710576607161,1713505866837,1713509714367,1713509272168,1713506751859,1713509953642,1713504930936,30,130,167
Poe - Angry Johnny.m4a,1698445040600,258.4,2024-12-02 17:25:00,30,10,3,1710577523759,1710578670581,1710578435547,1710572306358,1710575284449,1713505845154,1713508489353,1713506517317,1713506655755,1713508677279,1713509747307,33,194,213
Poe - Hello.m4a,1698440958284,271.68,2024-12-02 17:25:04,30,10,3,1710573176774,1710574585823,1710583276731,1710581068162,1710581548673,1713505604475,1713507983252,1713509589368,1713509646397,1713509288890,1713507066413,97,169,194
Poison - Something to Believe In.m4a,1698447153386,328.36,2024-12-02 17:25:08,30,10,3,1710576513199,1710578798300,1710572750196,1710577173454,1710578627869,1713510129522,1713507147880,1713505170047,1713506704449,1713504431122,1713506900532,34,205,314
Poison - Unskinny Bop.m4a,1698450071176,228.07,2024-12-02 17:25:13,30,10,3,1710576985327,1710582025916,1710576313613,1710578070688,1710577418232,1713505921345,1713508768244,1713507699824,1713506740062,1713506812068,1713507683589,68,126,131
Porno for Pyros - Pets.m4a,1698450582260,216.73,2024-12-02 17:25:17,30,10,3,1710584977537,1710580650680,1710582971586,1710581682614,1710579844603,1713506536725,1713510813427,1713510645486,1713509626868,1713510664298,1713506229286,79,168,199
Porno for Pyros - Tahitian Moon.m4a,1698450875407,227.16,2024-12-02 17:25:22,30,10,3,1710584422967,1710579688761,1710583317307,1710581337153,1710582606187,1713509929297,1713507157555,1713506365869,1713507362028,1713508307187,1713506694939,39,121,216
Powerman 5000 - When Worlds Collide.m4a,1698455231671,177.96,2024-12-02 17:25:27,30,10,3,1710580158695,1710576004171,1710582599786,1710581901440,1710577532805,1713509257931,1713509558079,1713509949014,1713509812213,1713508257204,1713509036988,86,132,153
Pretenders - Never Do That.m4a,1698450404902,199.8,2024-12-02 17:25:32,30,10,3,1710580700419,1710576402368,1710585145716,1710584783229,1710581270009,1713509180681,1713506543538,1713507328381,1713506181433,1713508569543,1713508751781,104,139,153
Pretenders - Night In My Veins.m4a,1698451372056,196.13,2024-12-02 17:25:36,30,10,3,1710583731934,1710581798046,1710587610792,1710578248223,1710585063775,1713507064539,1713507802813,1713511371621,1713508847781,1713511014361,1713511832935,50,65,144
Pride & Glory - Losin' Your Mind.m4a,1698448199058,327.83,2024-12-02 17:25:40,30,10,3,1710587027742,1710581418431,1710584834297,1710581459444,1710577924418,1713511811026,1713507116440,1713507066598,1713511230129,1713506560466,1713511749211,47,103,132
Primitive Radio Gods - Standing Outside a Broken Phone Booth With Money In My Hand.m4a,1698445919416,336.8,2024-12-02 17:25:45,30,10,3,1710588556012,1710586746706,1710581925421,1710584713874,1710587096977,1713510789345,1713509826644,1713510109704,1713512308536,1713507709368,1713509910644,105,151,211
Primus - Wynona's Big Brown Beaver.m4a,1698445804215,264.0,2024-12-02 17:25:49,30,10,3,1710579052652,1710589002177,1710581317827,1710581941494,1710587147256,1713511998811,1713509651900,1713508628838,1713511196556,1713508230113,1713508607213,72,102,124
Queen - Bohemian Rhapsody.m4a,1698453964436,354.32,2024-12-02 17:25:54,30,10,3,1710582476634,1710582388511,1710580683717,1710580023885,1710591088675,1713512428658,1713509058410,1713508491815,1713511705897,1713510551679,1713511120713,62,131,147
Queen - Headlong.m4a,1698456100351,278.27,2024-12-02 17:25:59,30,10,3,1710587267374,1710586238010,1710590102344,1710582311642,1710587881660,1713507500671,1713510975668,1713508604608,1713508556977,1713511127036,1713512966057,85,177,189
Queensrÿche - Another Rainy Night (Without You).m4a,1698446286027,269.37,2024-12-02 17:26:03,30,10,3,1710590879957,1710582424219,1710586847564,1710592715557,1710587759321,1713508221304,1713508100998,1713507836633,1713508106142,1713511484607,1713508235592,206,213,215
